user_id,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
268775477,21,30,149,149,1,1/31/2019,3/13/2019,0
431966760,38,30,149,149,0,6/17/2019,7/17/2019,0
102612005,37,30,149,149,1,10/20/2019,11/21/2019,0
512374305,41,30,149,149,1,2/19/2020,3/19/2020,0
98700118,31,30,149,149,1,4/30/2019,5/31/2019,0
103424699,41,30,99,99,1,2/25/2020,3/25/2020,0
132244945,41,30,149,149,1,11/19/2019,12/19/2019,0
63770750,41,30,149,149,1,4/19/2019,5/19/2019,0
251939579,39,31,149,149,1,3/31/2018,5/17/2018,0
511808875,41,30,149,149,1,10/17/2019,11/18/2019,0
207772299,41,30,99,99,1,8/26/2019,9/26/2019,0
109799061,41,30,99,99,1,11/20/2018,12/20/2018,0
187468813,41,30,149,149,1,4/3/2019,5/3/2019,0
37912550,36,30,180,180,0,6/29/2019,8/1/2019,0
156500453,40,30,149,149,1,8/3/2018,9/2/2018,0
248617896,41,30,149,149,1,7/12/2019,8/13/2019,0
94646194,31,30,149,149,1,8/31/2019,10/4/2019,0
497651346,41,30,149,149,1,1/12/2019,2/12/2019,0
76190815,41,30,149,149,1,4/22/2019,5/22/2019,0
89645052,36,30,180,180,0,8/14/2019,9/13/2019,0
90044445,41,30,149,149,1,11/11/2018,12/11/2018,0
134882183,38,410,1788,1788,0,7/6/2018,8/19/2019,0
81063935,36,30,150,150,0,10/20/2018,11/19/2018,0
53507042,34,0,0,149,1,6/30/2018,7/31/2018,0
115918436,41,30,129,129,1,10/31/2019,11/30/2019,0
477601349,39,30,149,149,1,6/30/2018,8/18/2018,0
85379954,41,30,149,149,1,2/10/2018,3/10/2018,0
111498365,41,30,129,129,1,4/11/2018,5/13/2018,0
27505682,41,30,99,99,1,7/1/2019,8/1/2019,0
45024411,41,30,149,149,1,6/21/2019,7/21/2019,0
145773113,35,7,0,0,0,10/29/2019,11/5/2019,0
150309828,41,30,99,99,1,11/5/2019,12/5/2019,0
42377944,23,30,134,134,1,8/31/2019,10/23/2019,0
264503436,31,30,149,149,1,6/30/2019,7/31/2019,0
165978292,41,30,149,0,1,1/4/2018,3/3/2018,0
166480663,41,30,129,129,1,12/25/2018,1/25/2019,0
32080411,41,30,129,129,1,1/20/2020,2/20/2020,0
15100,34,30,149,149,1,2/29/2020,3/31/2020,0
64390837,38,195,894,894,0,2/14/2019,8/27/2019,0
186288201,29,30,180,180,1,2/3/2020,3/3/2020,0
247736772,41,30,99,99,1,1/10/2020,2/10/2020,0
191635235,38,30,149,149,0,11/26/2019,12/26/2019,0
47278038,41,30,99,99,1,8/27/2018,9/26/2018,0
79985203,29,30,180,180,0,6/24/2019,7/24/2019,0
230099003,41,30,149,149,1,4/6/2018,7/22/2019,0
194951870,36,30,150,150,0,3/2/2019,4/1/2019,0
262068101,40,30,149,149,1,7/10/2018,8/9/2018,0
84711520,37,31,149,149,1,1/19/2018,2/19/2018,0
147261771,41,30,99,99,1,5/13/2019,6/13/2019,0
93086387,39,31,149,149,1,1/31/2018,3/5/2018,0
27439029,41,30,129,129,1,3/23/2019,4/23/2019,0
29581068,41,30,99,99,1,10/23/2019,11/23/2019,0
15078,39,31,149,149,1,1/31/2018,3/20/2018,0
269352474,41,30,99,99,1,6/17/2019,7/17/2019,0
24974812,38,30,149,149,0,2/17/2020,3/19/2020,0
46177946,41,30,149,119,1,2/25/2018,3/25/2018,0
88355171,38,30,149,149,0,3/18/2019,4/17/2019,0
501420407,41,30,149,149,1,8/20/2019,9/19/2019,0
87312829,39,30,149,149,1,9/30/2019,11/23/2019,0
140372903,40,30,149,149,1,11/23/2018,12/23/2018,0
263054362,41,30,99,99,1,8/5/2019,9/4/2019,0
161038807,41,30,149,149,1,12/3/2018,1/3/2019,0
78006446,41,30,149,149,1,11/21/2019,12/21/2019,0
31792376,36,30,150,150,0,2/5/2019,3/6/2019,0
79774729,36,30,180,180,0,4/25/2019,5/25/2019,0
412595196,41,30,149,0,1,5/13/2019,5/13/2019,1
56759635,28,30,150,150,0,2/27/2019,3/28/2019,0
495615264,41,30,99,99,1,10/6/2019,11/6/2019,0
279520230,41,30,129,129,1,2/8/2018,3/9/2018,0
81028503,40,30,149,149,1,11/28/2018,12/27/2018,0
500659715,41,30,99,99,1,12/15/2019,1/15/2020,0
32392785,41,30,99,99,1,9/14/2018,10/14/2018,0
464174181,41,30,149,149,1,10/18/2018,11/19/2018,0
84847591,41,30,149,119,1,3/31/2018,12/30/2019,0
114631382,40,30,149,149,1,8/16/2018,9/15/2018,0
137687203,40,31,149,0,1,2/2/2018,3/1/2018,0
62290042,34,0,0,149,1,6/30/2018,7/31/2018,0
175022797,40,31,149,149,1,3/3/2018,4/2/2018,0
503069681,41,30,149,149,1,8/6/2019,9/7/2019,0
173130992,35,7,0,0,0,10/30/2019,11/6/2019,0
54444883,38,10,0,0,0,3/11/2019,3/21/2019,0
91027223,37,30,149,149,1,10/14/2018,10/13/2018,1
415428001,41,30,99,99,1,5/14/2019,6/14/2019,0
29287952,41,30,149,149,1,3/23/2019,4/24/2019,0
513911371,38,30,149,149,0,4/15/2018,5/15/2018,0
184159481,39,30,149,149,1,7/31/2019,9/24/2019,0
58784474,41,30,149,149,1,8/6/2019,9/6/2019,0
153009605,41,30,149,119,1,2/19/2018,3/19/2018,0
140658810,41,30,149,149,1,1/31/2020,2/28/2020,0
241641689,41,30,149,149,1,4/6/2019,5/6/2019,0
107957128,41,30,149,149,1,1/26/2019,2/26/2019,0
475108552,41,30,99,99,1,11/22/2019,12/22/2019,0
171125574,41,30,99,99,1,9/7/2019,10/7/2019,0
264679637,41,30,149,149,1,3/20/2019,4/20/2019,0
16368,38,30,149,149,0,10/21/2019,11/20/2019,0
142087571,41,30,149,149,1,11/30/2018,1/1/2019,0
430826850,41,30,99,99,1,11/8/2018,12/8/2018,0
160024306,41,30,149,149,1,12/8/2019,1/9/2020,0
46843672,40,30,149,149,1,7/1/2018,8/1/2018,0
185080228,31,30,149,149,1,3/31/2019,4/30/2019,0
230341281,41,30,99,99,1,6/5/2019,7/5/2019,0
38812255,38,30,149,149,0,6/25/2019,7/25/2019,0
16081,34,30,149,149,1,2/29/2020,3/31/2020,0
71130361,41,30,149,0,1,7/17/2019,7/17/2019,1
56856966,41,30,99,99,1,11/24/2019,12/24/2019,0
499797315,35,7,0,0,0,6/14/2018,6/15/2018,0
208185912,41,30,149,119,1,8/14/2018,9/14/2018,0
97283555,40,30,149,149,1,11/28/2018,12/31/2018,0
183295015,35,7,0,0,0,7/15/2019,7/20/2019,0
47293489,40,30,149,149,1,12/1/2019,12/31/2019,0
433668521,41,30,149,149,1,6/20/2018,7/20/2018,0
108848312,41,30,149,0,1,10/22/2018,10/23/2018,1
141483428,41,30,99,99,1,2/16/2020,3/16/2020,0
189952622,41,30,99,99,1,12/11/2019,1/11/2020,0
129114916,35,7,0,0,0,10/26/2019,11/2/2019,0
172312401,41,30,129,129,1,5/18/2018,7/19/2018,0
156492917,41,30,129,129,1,4/30/2019,5/31/2019,0
144384513,40,31,149,149,1,1/7/2018,2/7/2018,0
175672367,41,30,99,99,1,4/25/2019,5/25/2019,0
501101087,36,30,180,180,0,7/8/2019,8/10/2019,0
501720434,37,31,149,149,1,1/31/2018,2/28/2018,0
67471288,38,410,1788,1788,0,1/25/2019,3/10/2020,0
483550287,41,30,149,149,1,12/20/2019,1/20/2020,0
271432683,41,30,149,149,1,1/31/2020,2/28/2020,0
95612676,41,30,99,99,1,8/25/2019,9/25/2019,0
112671747,36,30,180,180,1,12/2/2019,1/7/2020,0
93501409,41,30,149,149,1,6/15/2019,7/15/2019,0
477672373,39,30,149,149,1,12/30/2018,1/29/2019,0
8041422,41,30,149,149,1,3/16/2018,3/16/2018,1
134378688,41,30,99,99,1,10/14/2019,11/14/2019,0
491046591,29,30,180,180,0,10/8/2019,11/7/2019,0
78462720,40,30,149,149,1,1/12/2020,2/11/2020,0
39886669,29,30,180,180,0,1/13/2020,2/12/2020,0
151019928,41,30,149,149,1,8/18/2019,8/19/2019,1
108877335,39,30,149,149,1,8/31/2018,10/10/2018,0
43033697,35,7,0,0,0,11/4/2019,11/11/2019,0
37419723,40,30,149,149,1,9/20/2019,10/23/2019,0
28253414,41,30,99,99,1,8/13/2019,9/13/2019,0
139993536,40,30,149,149,1,4/7/2019,5/6/2019,0
84144697,36,30,150,150,0,8/12/2018,9/11/2018,0
165288299,41,30,149,119,1,7/26/2018,4/3/2019,0
150454330,37,30,149,149,1,6/17/2019,7/18/2019,0
410279709,41,30,149,149,1,9/30/2019,10/31/2019,0
423159352,41,30,149,149,1,1/9/2018,2/9/2018,0
83099628,41,30,129,129,1,1/31/2020,2/28/2020,0
229944297,38,30,149,149,0,5/10/2019,6/9/2019,0
18191,41,30,99,99,1,6/11/2019,7/11/2019,0
44644461,41,30,149,0,1,12/12/2018,1/11/2019,0
98575736,41,30,129,129,1,1/12/2018,2/13/2018,0
13356,38,30,149,149,0,11/7/2018,12/7/2018,0
51406737,38,30,149,149,0,1/7/2019,2/6/2019,0
60525695,39,30,149,149,1,11/2/2018,12/5/2018,0
153532520,41,30,149,119,1,3/3/2018,4/4/2018,0
72764576,40,30,149,149,1,12/13/2019,1/13/2020,0
400030423,41,30,129,129,1,12/14/2018,1/14/2019,0
15953,37,31,149,149,1,2/28/2018,3/31/2018,0
191506428,37,30,149,149,1,11/25/2018,12/24/2018,0
439498552,41,30,99,99,1,11/8/2019,12/8/2019,0
82946727,39,30,149,149,1,10/31/2019,12/14/2019,0
80183849,41,30,99,99,1,9/30/2019,11/1/2019,0
99865081,37,30,149,149,1,7/9/2018,8/8/2018,0
422458328,38,30,149,149,0,2/2/2019,3/3/2019,0
22561231,41,30,149,149,1,11/6/2018,12/7/2018,0
407649636,31,30,149,149,1,1/31/2020,2/28/2020,0
13626,38,30,149,149,0,1/21/2019,2/20/2019,0
153446241,41,30,129,129,1,1/7/2019,2/7/2019,0
80709549,40,30,149,149,1,8/11/2019,9/10/2019,0
16189,41,30,99,99,1,10/9/2019,11/9/2019,0
502987521,40,30,149,149,1,2/22/2020,3/21/2020,0
446766072,35,7,0,0,0,11/1/2019,11/8/2019,0
503020091,41,30,149,149,1,2/7/2020,3/8/2020,0
245858103,36,0,0,150,0,4/29/2018,9/26/2018,0
104744382,32,180,536,536,0,12/20/2018,6/20/2019,0
17162,41,30,149,149,1,1/2/2018,2/2/2018,0
51415756,40,30,149,149,1,4/4/2019,5/3/2019,0
510765691,41,30,99,99,1,12/9/2018,1/9/2019,0
183422382,35,7,0,0,0,7/2/2019,7/7/2019,0
50364060,40,30,149,149,1,10/19/2019,10/18/2019,1
82510044,38,30,149,149,0,1/8/2018,2/14/2018,0
100630863,37,30,149,149,1,4/28/2019,5/27/2019,0
150679718,39,30,149,149,1,7/31/2018,9/5/2018,0
42773687,41,30,99,99,1,1/31/2020,2/28/2020,0
187576729,40,30,149,149,1,10/9/2018,11/9/2018,0
38747941,41,30,149,149,1,12/14/2019,12/14/2019,1
225314329,30,30,129,129,1,7/29/2019,8/31/2019,0
31712625,41,30,149,149,1,12/21/2018,4/22/2019,0
201924524,41,30,129,129,1,2/22/2019,3/22/2019,0
160677372,41,30,99,99,1,11/14/2019,12/14/2019,0
137429131,41,30,149,119,1,1/31/2018,7/11/2018,0
500165148,41,30,149,149,1,4/30/2019,5/31/2019,0
102747983,39,30,149,149,1,1/31/2019,3/7/2019,0
20745168,30,30,149,149,1,6/9/2019,7/8/2019,0
74364938,41,30,119,119,1,1/25/2019,2/25/2019,0
97138393,34,0,0,149,1,8/31/2018,9/30/2018,0
465184942,39,30,149,149,1,9/30/2019,11/12/2019,0
108305715,19,30,149,149,1,2/29/2020,3/31/2020,0
9014949,39,30,149,149,1,7/31/2019,9/17/2019,0
516664570,41,30,149,0,1,6/30/2019,6/30/2019,1
236614611,40,31,149,149,1,1/1/2018,2/4/2018,0
123571381,41,30,99,99,1,7/31/2019,8/31/2019,0
503302145,29,30,180,180,0,6/27/2019,7/27/2019,0
453931566,21,30,149,149,1,1/31/2020,3/25/2020,0
267647125,41,30,149,0,1,4/16/2019,5/15/2019,0
138140594,41,30,99,99,1,7/31/2019,8/31/2019,0
101545868,40,30,149,149,1,11/21/2018,12/20/2018,0
119453882,38,30,149,149,0,2/10/2018,3/12/2018,0
160128623,41,30,149,149,1,6/22/2019,7/22/2019,0
88857306,41,30,99,99,1,8/13/2019,9/13/2019,0
123278702,39,30,149,149,1,10/31/2019,12/9/2019,0
502696300,36,30,180,180,1,8/26/2019,9/25/2019,0
132245837,40,30,149,149,1,10/11/2019,11/11/2019,0
15619663,38,360,1200,1200,0,1/9/2018,1/4/2019,0
108547363,41,30,129,129,1,3/23/2019,4/24/2019,0
183149817,41,30,99,99,1,2/15/2020,3/15/2020,0
45671673,41,30,99,99,1,12/27/2019,1/27/2020,0
443418132,34,30,149,149,1,8/31/2019,9/30/2019,0
15633840,39,30,149,149,1,5/31/2018,7/26/2018,0
192170536,30,30,149,149,1,6/28/2019,7/27/2019,0
446589777,41,30,149,0,1,11/14/2018,12/13/2018,0
177561325,38,30,149,149,0,1/24/2019,2/23/2019,0
88226053,24,0,0,149,1,5/14/2018,6/13/2018,0
71224324,34,30,149,149,1,11/30/2019,12/31/2019,0
137426394,41,30,129,129,1,7/23/2019,8/24/2019,0
100625840,41,30,99,99,1,7/17/2019,8/17/2019,0
11832513,38,30,149,149,0,9/8/2019,10/8/2019,0
492547270,41,30,149,149,1,2/1/2020,3/1/2020,0
30550221,41,30,149,0,1,7/28/2018,8/31/2018,0
101256237,41,30,149,149,1,9/2/2018,10/2/2018,0
43298229,41,30,149,149,1,7/6/2019,8/6/2019,0
207422733,41,30,99,99,1,10/3/2019,11/3/2019,0
160382981,41,0,0,129,1,5/9/2018,6/10/2018,0
247725915,40,31,149,149,1,2/23/2018,3/23/2018,0
175864866,41,0,0,149,1,5/3/2018,6/3/2018,0
104040965,39,30,149,149,1,9/30/2019,11/28/2019,0
59728778,41,30,149,149,1,1/15/2019,2/16/2019,0
496683014,36,30,150,150,0,10/4/2018,11/3/2018,0
60218498,38,30,149,149,0,3/7/2018,4/6/2018,0
13167,38,30,149,149,0,7/31/2018,8/30/2018,0
416885004,14,0,0,149,1,8/31/2018,9/30/2018,0
116802801,31,30,149,149,1,1/31/2019,2/28/2019,0
407170887,41,30,149,149,1,7/19/2019,8/19/2019,0
53807154,41,30,149,149,1,4/11/2019,5/12/2019,0
58511883,41,30,99,99,1,5/3/2019,6/3/2019,0
142344550,41,30,99,99,1,11/9/2019,12/10/2019,0
94436539,38,30,149,149,0,1/27/2020,2/26/2020,0
14038,39,30,149,149,1,1/31/2020,3/8/2020,0
151002607,41,30,149,0,1,7/31/2018,8/31/2018,0
410841124,41,30,149,0,1,1/4/2019,1/4/2019,1
180679464,38,30,149,149,0,11/16/2018,12/16/2018,0
108268890,41,30,149,149,1,9/15/2018,10/16/2018,0
259068095,34,30,149,149,1,10/31/2019,11/30/2019,0
217264404,38,30,149,149,0,11/7/2018,12/7/2018,0
140883424,41,30,149,149,1,8/22/2019,9/22/2019,0
64382015,36,30,180,180,1,2/1/2020,3/1/2020,0
117091537,41,30,129,129,1,3/13/2019,4/14/2019,0
487768656,41,30,99,99,1,1/10/2019,2/10/2019,0
42247689,41,30,99,99,1,12/18/2018,1/18/2019,0
55135379,41,30,149,149,1,8/1/2019,9/1/2019,0
42061614,37,30,149,149,1,11/22/2019,12/21/2019,0
228294563,40,31,149,149,1,4/3/2018,5/9/2018,0
150556997,40,30,149,149,1,10/2/2019,10/2/2019,1
70149185,40,31,149,149,1,3/28/2018,5/4/2018,0
40104304,38,30,149,149,0,5/22/2018,6/21/2018,0
86718512,40,30,149,149,1,10/2/2019,11/1/2019,0
419629012,41,30,149,149,1,5/13/2019,6/14/2019,0
460430576,40,30,149,149,1,2/12/2020,3/11/2020,0
69946105,35,7,0,0,0,6/11/2018,6/15/2018,0
13003,41,30,99,99,1,10/31/2019,11/30/2019,0
162566423,41,30,99,99,1,2/19/2019,3/19/2019,0
42740850,41,30,149,149,1,5/31/2019,6/30/2019,0
195308151,41,30,149,149,1,7/15/2018,10/14/2019,0
152763246,40,30,149,149,1,8/1/2019,9/6/2019,0
32868371,41,30,149,149,1,6/15/2019,7/15/2019,0
53810311,40,30,149,149,1,5/4/2019,6/4/2019,0
78565974,41,30,149,149,1,3/21/2019,4/21/2019,0
38047025,30,30,149,0,1,1/3/2019,2/2/2019,0
230468731,40,30,149,149,1,3/18/2019,4/17/2019,0
13594,38,30,149,149,0,10/24/2018,11/24/2018,0
418034352,41,30,149,149,1,9/24/2019,10/24/2019,0
114404772,41,30,99,99,1,6/26/2019,7/26/2019,0
41843151,41,30,129,129,1,11/19/2018,12/18/2018,0
223106414,41,30,99,99,1,1/22/2020,2/22/2020,0
32503918,41,30,149,0,1,3/5/2019,4/5/2019,0
88664489,41,30,99,99,1,3/31/2019,4/30/2019,0
178488447,41,30,99,99,1,2/22/2020,3/22/2020,0
25472365,39,30,149,149,1,11/30/2019,1/10/2020,0
37871345,41,30,99,99,1,11/16/2019,12/16/2019,0
54525106,34,30,149,149,1,11/30/2019,12/31/2019,0
146753354,38,30,149,149,0,12/10/2018,1/14/2019,0
223132121,40,30,149,149,1,10/20/2018,11/20/2018,0
55916214,41,30,99,99,1,1/17/2020,2/17/2020,0
53601322,40,30,149,149,1,12/19/2018,1/20/2019,0
87320891,41,30,149,149,1,1/5/2018,2/5/2018,0
65021227,41,30,149,149,1,2/13/2020,3/13/2020,0
465088004,41,30,99,99,1,8/14/2019,10/8/2019,0
105965487,41,0,0,149,1,4/30/2018,6/2/2018,0
39711157,34,30,149,149,1,7/31/2019,8/31/2019,0
424356564,41,30,149,149,1,3/2/2019,4/2/2019,0
474058468,41,30,149,149,1,4/7/2018,5/8/2018,0
72972103,41,30,99,99,1,6/23/2019,7/23/2019,0
217565134,37,31,149,149,1,1/31/2018,2/28/2018,0
144199601,40,30,149,149,1,7/27/2019,8/26/2019,0
79195345,35,7,0,0,0,6/2/2018,6/15/2018,0
94760606,41,30,99,99,1,12/25/2018,1/25/2019,0
114692923,41,30,149,149,1,1/25/2020,2/25/2020,0
153957533,41,30,149,149,1,11/14/2018,12/14/2018,0
66272442,37,31,149,149,1,2/24/2018,3/22/2018,1
432605748,33,30,149,149,1,12/31/2019,2/3/2020,0
144880664,39,30,149,149,1,12/31/2019,2/22/2020,0
101933913,31,30,149,149,1,1/20/2018,1/21/2018,1
162076546,41,30,99,99,1,1/31/2020,2/28/2020,0
213749122,37,30,149,149,1,1/5/2019,2/4/2019,0
22510310,41,30,99,99,1,1/14/2019,2/14/2019,0
229939359,41,30,149,149,1,1/12/2020,2/11/2020,0
247422648,41,30,149,149,1,4/3/2019,4/3/2019,1
13601,41,30,99,99,1,1/31/2020,2/28/2020,0
32349768,41,30,99,99,1,9/5/2019,10/5/2019,0
144129624,41,30,149,149,1,11/30/2019,12/31/2019,0
140668816,41,30,99,99,1,2/10/2020,3/9/2020,0
111787808,41,30,129,129,1,12/3/2018,1/4/2019,0
13373,40,30,149,149,1,7/26/2019,8/25/2019,0
72152304,36,30,150,150,0,3/26/2019,4/25/2019,0
161058475,41,30,149,149,1,1/1/2020,2/1/2020,0
239271576,41,30,149,149,1,9/12/2018,10/12/2018,0
67493484,41,30,99,99,1,9/26/2019,10/26/2019,0
29334369,41,30,149,149,1,11/24/2018,12/25/2018,0
132931679,39,31,149,149,1,2/28/2018,4/27/2018,0
76019207,31,30,149,149,1,3/31/2019,4/30/2019,0
15485,41,30,149,149,1,8/1/2019,9/1/2019,0
440647205,41,30,99,99,1,10/31/2019,11/30/2019,0
99180086,36,30,150,150,0,8/13/2018,9/12/2018,0
402549306,41,30,99,99,1,9/19/2019,10/19/2019,0
77360516,41,30,99,99,1,12/3/2019,1/3/2020,0
166057218,41,30,149,149,1,9/27/2018,10/27/2018,0
67914492,34,30,149,149,1,9/30/2019,10/31/2019,0
121013149,30,30,149,149,1,2/3/2020,3/2/2020,0
189260132,38,0,0,149,0,5/14/2018,6/14/2018,0
67247922,40,31,149,149,1,3/3/2018,4/2/2018,0
260292560,41,30,99,99,1,7/18/2019,8/18/2019,0
108154973,38,30,149,149,0,9/12/2019,10/12/2019,0
431694515,38,30,149,149,0,2/22/2019,3/23/2019,0
161186585,41,30,99,99,1,2/17/2020,3/17/2020,0
101279690,41,30,99,99,1,4/14/2019,5/14/2019,0
152914419,41,30,99,99,1,1/4/2019,2/4/2019,0
273357487,37,30,149,149,1,7/26/2018,8/25/2018,0
150950014,41,30,99,99,1,4/20/2019,5/20/2019,0
47504735,41,30,99,99,1,2/5/2019,3/5/2019,0
40004423,33,30,149,149,1,7/31/2019,8/31/2019,0
40709737,35,7,0,0,0,11/9/2019,11/16/2019,0
100193971,41,30,149,149,1,11/23/2018,11/23/2018,1
43392663,39,30,149,149,1,10/31/2019,12/18/2019,0
110350473,41,30,149,0,1,11/19/2018,11/19/2018,1
460842514,35,7,0,0,0,10/25/2019,11/1/2019,0
87174678,40,30,149,149,1,11/2/2018,12/1/2018,0
32303470,35,7,0,0,0,10/23/2019,10/30/2019,0
58839434,41,30,99,99,1,1/23/2020,2/23/2020,0
14715,41,30,129,129,1,4/3/2019,5/3/2019,0
184325380,38,30,149,149,0,2/16/2020,3/18/2020,0
421765538,41,30,129,129,1,4/1/2019,5/1/2019,0
260096416,41,30,149,149,1,10/1/2018,11/1/2018,0
268685042,38,30,149,149,0,12/22/2019,1/21/2020,0
511156697,40,30,149,149,1,1/19/2019,2/18/2019,0
14052,41,30,149,149,1,2/6/2020,3/6/2020,0
98177482,37,30,149,149,1,3/15/2019,4/14/2019,0
32786436,40,30,149,149,1,11/4/2018,12/10/2018,0
471082346,39,30,149,149,1,1/31/2019,3/2/2019,0
45102919,41,30,149,149,1,12/29/2018,12/29/2018,1
83644032,36,30,150,150,0,8/24/2018,9/25/2018,0
23397860,40,30,149,149,1,12/3/2018,1/2/2019,0
167792367,40,30,149,149,1,8/15/2019,9/14/2019,0
251795884,40,30,149,149,1,10/27/2019,11/26/2019,0
42588437,41,30,99,99,1,8/25/2018,9/25/2018,0
109669571,41,30,99,99,1,11/18/2018,12/18/2018,0
89833991,41,30,99,99,1,9/30/2019,10/31/2019,0
117941411,41,30,99,99,1,11/11/2019,12/11/2019,0
15782,40,30,149,149,1,1/28/2020,3/3/2020,0
30079255,38,30,149,149,0,11/28/2019,12/28/2019,0
54295992,41,30,99,99,1,12/24/2019,1/24/2020,0
16992228,33,30,149,149,1,11/30/2019,12/31/2019,0
112194952,41,30,149,149,1,9/30/2019,11/1/2019,0
200507054,41,30,149,149,1,12/22/2019,1/23/2020,0
499663603,41,30,149,149,1,1/13/2018,2/13/2018,0
171319355,41,30,99,99,1,9/27/2019,10/27/2019,0
84413290,40,30,149,149,1,5/24/2019,6/24/2019,0
40700260,41,30,149,119,1,6/30/2018,4/16/2019,0
22561231,18,30,149,149,1,8/12/2018,9/12/2018,0
406682986,34,30,149,149,1,6/30/2019,7/31/2019,0
22365608,40,0,0,149,1,5/8/2018,6/7/2018,0
131929996,41,30,149,149,1,2/23/2019,3/23/2019,0
40245188,33,30,149,149,1,7/31/2019,8/31/2019,0
50912011,41,30,99,99,1,12/9/2018,1/9/2019,0
91768573,34,0,0,149,1,3/31/2018,4/30/2018,0
141268111,39,30,149,149,1,3/9/2019,4/8/2019,0
473388215,36,30,180,180,0,10/4/2019,11/3/2019,0
404878236,41,30,149,149,1,7/13/2018,8/14/2018,0
139283875,41,30,99,99,1,1/9/2020,2/9/2020,0
5315168,41,30,99,99,1,10/5/2019,11/5/2019,0
91884381,41,30,99,99,1,4/24/2019,5/24/2019,0
140733591,41,30,149,149,1,1/31/2018,2/28/2018,0
152594701,36,30,150,150,0,8/23/2018,9/22/2018,0
131342532,31,30,149,149,1,12/31/2018,1/31/2019,0
154608373,40,30,149,149,1,11/1/2018,12/2/2018,0
148014775,41,0,0,149,1,4/26/2018,5/26/2018,0
14560,41,30,99,99,1,8/4/2019,9/4/2019,0
75079164,41,30,129,129,1,8/4/2018,9/5/2018,0
52056155,41,30,149,0,1,9/9/2018,10/9/2018,0
152155523,38,0,0,149,0,5/9/2018,6/8/2018,0
63816771,38,195,894,894,0,10/2/2018,5/3/2019,0
202544341,41,30,99,99,1,12/17/2019,1/17/2020,0
55817282,40,31,149,149,1,2/9/2018,3/8/2018,0
86925373,30,30,149,0,1,8/31/2019,9/30/2019,0
92097824,41,30,99,99,1,9/6/2019,10/6/2019,0
87803283,41,0,0,149,1,4/26/2018,5/26/2018,0
105761004,40,31,149,149,1,2/1/2018,2/28/2018,0
123921187,41,30,149,149,1,10/18/2019,11/18/2019,0
164739125,41,30,149,149,1,5/18/2019,6/19/2019,0
72945990,38,30,149,149,0,3/16/2019,4/15/2019,0
120269090,41,30,99,99,1,3/31/2019,4/30/2019,0
23271397,41,30,149,149,1,12/14/2018,1/14/2019,0
105960101,41,30,99,99,1,2/14/2020,3/13/2020,0
80276424,34,30,149,149,1,1/31/2020,2/28/2020,0
511991733,41,30,99,99,1,12/9/2019,1/9/2020,0
183860850,39,30,149,149,1,9/30/2018,11/18/2018,0
13209,40,30,149,149,1,2/18/2020,3/17/2020,0
118127108,41,30,149,149,1,11/27/2018,12/27/2018,0
437280350,41,30,149,149,1,12/14/2019,12/15/2019,1
180747533,41,30,129,129,1,1/27/2020,2/27/2020,0
490248403,41,30,99,99,1,12/18/2019,1/18/2020,0
93873069,41,30,149,149,1,8/31/2018,9/30/2018,0
43541188,38,30,149,149,0,1/24/2019,2/23/2019,0
110775952,39,30,149,149,1,6/30/2018,8/11/2018,0
509457163,38,30,149,149,0,1/27/2020,2/26/2020,0
39078101,41,30,149,149,1,12/23/2018,12/23/2018,1
48982975,41,30,149,149,1,3/16/2019,4/16/2019,0
84886230,22,410,1788,1788,0,2/17/2018,4/5/2019,0
140767596,41,30,149,149,1,12/26/2019,1/26/2020,0
407781013,41,30,129,129,1,2/28/2020,3/31/2020,0
70377275,41,30,99,99,1,2/26/2020,3/26/2020,0
476201790,41,30,149,119,1,8/19/2018,9/19/2018,0
79789919,38,30,149,149,0,12/16/2018,1/15/2019,0
190080187,34,30,149,149,1,11/30/2019,12/31/2019,0
103664029,41,30,99,99,1,11/14/2019,12/14/2019,0
167318374,41,30,99,99,1,7/23/2019,8/23/2019,0
16442,34,30,149,149,1,1/9/2020,1/9/2020,1
502136405,41,30,149,149,1,11/7/2018,12/8/2018,0
60056333,41,30,99,99,1,5/31/2019,6/30/2019,0
274355988,41,30,149,149,1,11/19/2019,12/19/2019,0
48235591,41,30,99,99,1,3/25/2019,4/25/2019,0
193443818,41,30,119,119,1,10/17/2018,11/15/2019,0
40426454,36,30,180,180,1,11/24/2019,12/23/2019,0
75330542,37,31,149,149,1,2/22/2018,3/22/2018,0
135783887,40,31,149,149,1,2/7/2018,3/6/2018,0
132776798,41,30,149,149,1,7/9/2019,8/11/2019,0
17620,41,30,149,149,1,3/24/2019,3/24/2019,1
63413704,41,30,149,149,1,8/9/2019,9/9/2019,0
66112315,41,30,149,149,1,1/23/2019,2/22/2019,0
249965578,41,30,149,0,1,7/7/2018,8/7/2018,0
83070345,40,30,149,149,1,9/1/2018,10/1/2018,0
158531197,37,30,149,149,1,1/9/2020,2/9/2020,0
197451172,38,30,149,149,0,9/20/2018,10/20/2018,0
145779855,41,30,149,149,1,12/13/2019,1/13/2020,0
63937599,41,30,99,99,1,4/17/2019,5/17/2019,0
59488250,41,0,0,149,1,4/30/2018,6/1/2018,0
17838,39,30,149,149,1,12/2/2018,1/10/2019,0
111383249,41,30,149,149,1,3/19/2018,11/17/2018,0
